label,text
0,username i'm tired. tired of waking up every day wondering what new horror will pop up. tired of trying to get family and friends to think twice about the #covidvaccine and tired of worrying about what the future might hold.
1,shitbag tha southgate hahaha 4 right backs link
0,inaccurate claims about the #covidvaccine can circulate quickly - stop the spread of #falseinformation. check before you share. username is the best source of info about the covid-19 vaccine down arrow down arrow link link
0,"we say that we are âsanskari indiansâ, since when our #sanskars taught us to make money from misery of millions of people. stop black-marketing of oxygen, hospital beds, medicines etc. be #sanskariindian to help save lives. #wecare #indian #indianeedoxygen #indiacovidcrisis"
0,"username username i’m no biblical student but remember from my school infant days the parable of the father, son and their donkey. please yourself and those close to you, forget about what anybody else thinks"
0,"in 4 months ...almost 4,000 ppl have died from #covidvaccine according to link #tucker that’s more deaths than all vaccines combined. syringe link"
1,"mr. modi, the amount of communalism, hatred and violence you have managed to spread in our country you surely have become 'communalist guru'. would have advised you to relocate to the china but unfortunately even they seem to despise you and your bs ideologies. #resignmodi"
1,whilst i agree on this an even bigger issue about the power of the media is that they and other sponsors are insisting on the olympics happening - in a country in a state of emergency whilst demanding athletes sign waivers. as for the locals the ioc give not a shit. link
0,username he's dealing with d #chinesevirus as best as he can much better than delhi or d financial capital..is it enough..it never is not too concerned about d panchayat polls as in up polls are without symbols so everyone claims victory. i say again only concern is internal sabotage winking face 
1,no need for ipl to continue while people are her dying. pm failed to save india . #indiacovidcrisis #indianeedsoxigen #exitmodi
1,username username at least i got a job the only thing u fucking is fucking broke so dont come calling me when u need drug money whore
1,username some dick
0,defamed india. please #resignpmmodi link
1,i’m a bloody bitch
1,username username username username username fuck you tbh bro get a life stop hating on somebody who worked hard
1,"my neurodivergent ass hates the way those saniderm bandages feel in the crook of my elbow right now ðÿ¤§ the tattoo barely touches the crease of my elbow, but the bandage goes into my ditch and it feels icky. catch me taking like 12 showers in 2 days to make this shit peel off asap"
1,"with a honkin' nose like that, you know this motherfucker loves to smell his own farts. link"
0,username bloody hell. they don’t even trust their own material. i’m sure there is a netflix series in here somewhere although it would come across as too unbelievable.
1,$66000 is such a weird fine for trying to get home. #indiacovidcrisis #scottythefukwit can anyone explain it? not you scotty shut the hell up. #worstscottsincecaptain
1,herbalism shop torrevieja told that if he wants to confront me and i know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... link
1,"username we donot hv a prime minister or a cabinet of ministers, we hv a bunch of dangerous criminals governing d country nd we, as a nation, sinking dying stifled. this disaster will continue nd inflate further unless d horrible incomptents r removed nd"
1,username username username username stop bullshitting. and stop your delusional obsession with congress. username &amp; username failed miserably in this fight against covid. #resign_pm_modi
0,"at least 9.1 million pilgrims visited #haridwarmahakumbh2021 , the eventâ€ trade mark s organisers announced on thursday,underlining the risk of infection at the mega event that was widely criticised for rampant violation of #chinesevirus protocols and massive overcrowding during alarming."
1,"dear india, and indian political person.. #vijayrupani #modimustresign #resignmodi #bjp #covidemergencyindia #coronavirus #modidisasterforindia what the hell uh show wrong figure in news about death of covid person?? r u blind fucker?? why showing wrong figure in media???"
1,i hope gareth shitbag chanels his inner ole and y'all doesn't get past round of 16. link
1,"username dear mohit gupta, when did i blame those hindus who have been co-existing with muslims for centuries in the indian subcontinent? but those rss thugs who have been terrorising and lynching innocent muslims in india will have a tough time globally. i promise. #banrss #islamophobia link"
1,username i like dick sometimes
1,it's an international shame for india as our pm cares fund is totally means cares for pm and everyone knows it that is why the global leaders aren't trusting this fund no more #spinelessmodi #spinelessbjp #resign_pm_modi #modithebiggestcheater link
1,r.i.p that pussy
1,#covid is the biggest business in india flag: india now .... self proclaimed lifesaving medicine is sold at 10 to 50 times its actual price. no one cam save such bastards... #covidemergencyindia #indiacovidcrisis
0,why is the situation so so bad in delhi for oxygen??? its breaking my heart when i am reading what people are going thru !!! #indiacovidcrisis #delhineedsoxygen
0,just got my second #covidvaccine shot today. stung a little compared to the first one. i'd say my monthly shot i get stings worse then this though.
1,"we should tell the world , how# modi is managing covid crisis in india shameless govt.ðÿ˜ #resign_pm_modi link"
1,username username bhakt brains don’t believe that the hatred that fuels them is wrong. their feelings get hurt when the truth peels away the facade. misguided priorities are a bitch. #farmersprotest #bjpfailsindia #resign_pm_modi #covidsecondwaveinindia #farmlaws_nextpandemic
1,what the **** is happening in our country in this pandemic situation .. we are getting help from foreign countries and our country is doing shits like this? #resignmodi username username link
1,"such a shame that we have such ignorant but arrogant people as judges in our supreme court. astrazeneca is not approved in us &amp; so, question of it's price doesn't arise. if not for username &amp; username, i would probably have been infected &amp; died with #chinesevirus. link"
1,"username username well, if jason miller's hooker is one of the sources, then you know it has to be true ð"
1,"username shameless creatures, people are dying still they have no regret. must #resign_pm_modi.. must implement india #lockdown2021 .."
1,username all fools are now trying to protect their face cat with tears of joy but it's too late #spinlessbjp #resign_pm_modi
1,username perhaps she should be referred to as the current shag (until the next blonde bimbo spreads her legs for the bin-bag of custard).
1,username and she aint a lady. anyone who would sexually associate with that faff headed twat while he has cheated again &amp; again is no lady. plus i've seen donkeys with smaller teeth. shemay not even be human
1,"username the ccp virus came from a lab in wuhan, china. china is responsibleâ for the spread ofâ corona virusâ across theâ world.ðÿœðÿ¦ it's a chinese virusðÿ¤¬ðÿ¦ fuck you chinaðÿ–•ðÿ‡¨ðÿ‡³ðÿ–•ðÿ˜¡ðÿ¦ #ckmkb #chuttadchinesepartyâ ccp #chinese"
1,"every time i hear of someone who allegedly had the #ccpvirus, they always report that they had mild symptoms. why? because the #chinesevirus is the ""virginia slims"" of viruses. the only thing we need to fear is government overreach, greedy big pharma &amp; their paid supporters"
1,it's like this guy enjoys being such a shitbag link
1,username #resignmodi..what should've done for this govt to be opposed nothing ..not even the farmers strike has moved this evil modi
1,gah damn bills due again ðÿ˜­. iâ€ trade mark m sick of this shit.
1,username your pussy stinks of skunk puss.
1,modi ji brought disaster because of his carelessness #modikavaccinejumla link
1,where is that sorryass joker who said chanting karuna go. go karuna would eradicate #coronaviruspandemic in india?? smiling face with tear rolling on the floor laughing #exitmodi #resignpmmodi #andhbhakt #bjpdestroyedindia
0,relieved to hear from friends and family in #germany that they either got their first dose of the #covidvaccine or have now appointments for it. at the same time worried for friends and their families in #india who are scared and upset. what a world we live in. #indiacovidcrisis
1,"username ""how pimping dead when these b*tches still giving me head, licking my a**"" hold up, say what pimp? ðÿ˜‚"
1,narendra modi doesn't care about the plight of indians. he is just worried about his future in politics #indiacovidcrisis link
0,"he always knows just how to piss me off, even if i beg he won't lay off."
1,"what the hell,,,,,, #covid19 #covidvaccine #covidemergency2021 #corona #corona2ndwave link"
1,"username tmc goons attacked my convoy in west midnapore, broken windows, attacked personal staff. cutting short my trip. #bengalburning #westbengalviolence link"
1,modi ji brought disaster because of his carelessness #modikavaccinejumla link
1,// techno neg fuck off and show us dream
0,"sir plz help us . we, the common people of west bengal, are in great danger. here tmc activist supporters are openly rioting. please protect us. they are threatening the opposition every day. protesting is either destroying the house or killing. #bengalburning username"
0,"this is reality of up and india today , shown all over the world. such a shame for us , wish the indian media had guts to shown this kind of harsh reality. #indiachoked #indiacovidcrisis #india #cnn #uplockdown link"
1,"#resignmodi #exitmodi #resign_pm_modi #modimadedisaster username username username username i am ashamed of my prime minister, my country and its jurisdiction, democracy of india and it's 4 pillars. i am also ashamed of myself breathing and others struggling to breathe. link"
1,"username don't get me wrong, i'd dearly love to shoot him into the sun. but he's not joe lieberman. that guy was a detestable shitbag."
0,username #eurovision #islamophobia username username username username #europeanparliament eu parliament resolution against #islamic law of #pakistan is clear intervention in our religious n country matters &amp; its against
1,"#modifailsindia #resignmodi india's covid vaccine shortage: the desperate wait gets longer. exported 6cr vaccines to enhance his image. worse, vaccine stocks in the country have nearly dried up, and no-one is sure when more will arrive. incompetent pm. #wherearevaccines ? link"
1,"mickey: you want to f*** the celebs on my dollar, how dare you taika waititi you goofy son of a bitch! that is my job! mine!!! link link"
0,this is beyond heartbreaking. #indiacovidcrisis link
1,fuck are you talking about lmao . link
0,cont 3. post by :idiot rcp 30.03.2002 15:16 they even went to the extent of 'actively' opposed (...)q if the sparts and the rcp were really funded by the cia or mi5 then why didn't they try alot harder to actually mis*lead* the 'movement' and not just sit back+talk bollocks..
0,india is in crisis. we have to help any way possible. #indiacovidcrisis #covid link
1,username #resignmodi immediately hand over to indian army soon as posible or else india is going to end ...due to failure of government ...
1,"today was hell on wheels!! weary face i’m at that ‘she’s cute when she’s angry unamused face , she actually might kill someone , fuck off’ stage face with raised eyebrow thinking face "
1,lmfao this shit just so funny to me bc i act just like this when im mad. ima say some funny shit &amp; be dead ass angry and want to fight rolling on the floor laughing rolling on the floor laughing link
1,username username what impresses you when talking to an asshole?
1,"#resignmodi, he declared win against covid and ignored all warning, now citizen ask him what infra he developed over 1 year. he is killer of all those dying daily today. link"
0,username rather than taking action on pandemic. govt is more concerned what people posted on social media &amp; how dare they? went one more step to challenge foreign media that how can they write that govt failed to take actions. control pandemic or
0,username grieves over the heinous crimes against humanity in #westbengalviolence where opponents r mercilessly killed women raped &amp; murdered so many #nirbhaya in #bengalburning national outrage missing? #mamtaisterrorist &amp; must b punished #hindugenocidebengal #hindusmustunite link
1,what the hell is going on! #bengalburning is for real. let's oppose this neo-nazi j!hadidi. link
1,the ad slander has gotten under my skin this year i’m not gone lie. &amp; it piss me off that he just has not been able to get or stay healthy this year. folks been lyin on my guy name too much.
1,username he ainâ€ trade mark t gonna shag you mate.
1,"trust me...if i like you i will dm you â€œheyâ€ six times, then send 4 dick pics before getting very impatient for you to love me. itâ€ trade mark s gonna be beautiful. ðÿ¥°ðÿ¥°"
1,username dear mr. narendra modi….. as a citizen of india i will be truthful ( unlike your fans) the country is suffering because of your failures……you are “not fit” to be even a panchayat representative……. let alone pm….. please resign…#resignmodi
1,"#bjp your supporters are openly crying and you are doing literally nothing... and these left liberal gangs even support #shabuddin etc openly dear #bjp, you don't deserve loyal supporters cause you can't do anything with even supreme majority. username #bengalburning"
0,the country is suffering from pandemic! and username has got such foolishness to share ! have some sense ! #indiacovidcrisis #zoomtv link
1,where the fuck are our vaccines? #modikavaccinejumla
1,username scrap this baseless elections. bloody uneducated people run this country since ever. #resignmodi #resignpmmodi #exitmodi
1,why modi as prime minister is big disaster for india ? * daily 400000 case. * daily 4000 deaths. but he is still working on his image! #resignmodi #makegadkaripm link
1,username that’s why the whole thing is a load of crap. corporate bollocks.
0,what is happening in india..? wtf #resignpmmodi link
1,username hello motherfucker
1,"username the most recent federal government policy to make it a crime to return home really is going too far. we should be helping and showing some #compassion, not just start blocking people from entering. ðÿ˜‘ the situation there is heartbreakin"
0,how punjabi nri's i.e us to blame? what have we done? #resign_pm_modi #resignmodi link
1,fuck off
0,username username
0,dear indians please stop drinking #cowpee and stop eating #cowdung and plz pray to #almightygod and release #kashmiries and say sorry to every kashmiries... before last breath... #modi destroyed #india #indiacovidcrisis
1,username username looks the bollocks
1,username username am i the only person who can't not imagine the asshole cyclists who will bomb down this lane at high speed threatening the pedestrians enjoying the cafes?
0,"and to think there are people in our country who stupidly choose not to get vaccinated, when millions of people in the #indiacovidcrisis would love to have your dose. #covid19 username username link"
1,the second dose of #moderna #covidvaccine is kicking my ass!
0,neither rule will be managedâ¦ neither will be able to handle the administrationâ¦. corona spread in the street to street. only discipline will be handledðð¼ðªð¼ stay safe stay healthy â¤ #twentyonepilots #modikavaccinejumla #modiresign
1,"you really wanna help #indiacovidcrisis , or save the world? make the #vaccine formulas available! you dumb superficial pieces of shit! obv share with controls (we donâ€ trade mark t want anyone re-engineering that shit of a ðÿ¦ ) #india can probably double any of the big pharma production!"
0,those who are trending this i dare you guys if you are son/daughter of ur real dad . than don't take vaccine and don't allow ur parents to take it #modikavaccinejumla and still u take vaccine makes u . squinting face with tongue winking face with tongue 
0,it’s a biowar. if you have guts username username blame china and not our pride username folded hands: light skin tone he saved us for a year almost. entire world leaders username username and press must talk about origin of this pandemic. please condemn #chinesevirus link
1,found the little bastard ðÿ‘œ now the fun begins. ðÿ˜¬ link
1,"covid in india: ""i will get the oxygen myself,but no one will vote for ... link via username this is how democracies are killing people! shame on indian government! #india #indiacovidcrisis #covidindia #covid19 #covid19india #covid_19 username username will you help?"
0,"i'm just speechless in front of such a disaster. it's seems almost surreal, but this in fact the biggest human catastrophy ravaging #india. #indiacovidcrisis link"
1,"india counted votes for state elections on sunday, even as it announced 3,689 deaths from covid-19 in the past 24 hours â€” a grim new national record #resignpmmodi link"
0,"username election rally, khumba mela etc made the situation worse. #resignmodi #resignpmmodi"
1,"username bloody hell, no way pensive face "
1,#resignmodi #resinemodi #resign_pm_modi stop playing with our lives!! ðÿ¤§ðÿ˜·ðÿ˜· link
1,state of southgate the big waistcoat wanker! just done a press conference saying jesse lingard will start tomorrow in the friendly despite not being picked for the tournament! i mean what the f**k! how’s it a warm up game of your playing players not going??!?!?
1,username dick head will always be funnier ðÿ˜­
1,username chill im not gonna steal ur wife the lesbian joker im a milf fucker remember
1,jade the grown ass woman who liked the girl she babysat? don’t piss me off
1,username panem et circenses. distract the angry mobs with a shiny new solution that can't be implemented and thereby save your a$$ from the coming revolution. #resign_pm_modi #modihataodeshbachao #bjphataodeshbachao #bjpdestroysdemocracy
0,this is so heartbreaking. #spinelessbjp #bengalburning #presidentsruleinbengal link
1,fuck off china with your virus corona #china #chinesevirus #destroychina
1,a bitch will fuck yo nigga yo opp yo daddy and fav cuz but soon as you get bloody all hell break lose ....
0,"her damn cousin,maybe? *answer a 2 meters tall black owl girl,with summer clothing on her,looking sternly at him* and who ya' should be,dude? 'cause ya' definitely look like an hella big,pompous pimp like guy! what about ma' way of talking of my only cousin,uh? why ya' even care? link link"
1,"username username username username yeah, you don't need anymore trauma, your asshole needs a rest break in the old man instead (sorry john)"
0,"time to start a grassroots activist group dedicated to having real expelled from la liga, enjoy coaching in tercera grupo vii you cunt"
1,"username heâ€ trade mark s the personification of twat. thatâ€ trade mark s not erudite but then again, neither is he"
1,"username username what a load of bollocks they r driving the vax to support a global agenda. i won’t go into that, will blow your tiny mind"
1,fucker link
1,username make me wanker.
0,it's very unfortunate to see silence of username username username username top leadership over suspicious death of ex mp shahabuddin saheb. #justiceforshahabuddin #justiceforshahabuddin
0,"former attorney general padma vibhushan recipient soli sorabjee passes away due to #chinesevirus at the age of 91 yrs. condolences! folded hands rip, sir."
1,"i am so sad that some of my crew missed glory days of my mako driving skills. sir isaac newton it the deadliest motherfucker in space, but his rules don't apply to the mako."
1,"username username what a disgrace, the country which manufactured and spread the virus gets to sell the antidote. and that too a useless one #chinavirus #wuhanvirus"
1,@ work trying to listen to some music on the airpods y no los traje me cargaaa la que me trajo! i have to listen to his bitch ass now
0,"username sure - had heaps as a teen. of course, i didn’t roll with the cool destroyer kids, but our group would pass out peacefully, to my parents mirth rather than chagrin. was rural though, which might have had a factor. guess it depends on how shitbag the kids are."
0,please stop this sad but relieved face sad but relieved face losing lives for more and more speed!! it's a threat for living beings. please stop prohibited prohibited hand with fingers splayed #stop5g #stop5gtesting #resignmodi link
1,username username atl all quiet now isnâ€ trade mark t it? lil bitch miraculously stopped yapping after his enforcer came out with a bloody nose. perhaps basketball and the knicks arenâ€ trade mark t for you. sorry.
1,"username if a citizen dies because of your irresponsibility &amp; arrogance, then you should too. today my grandmother died because of this spineless insecure irresponsible government and i blame you. #resignmodi #exitmodi"
0,if there is any ounce of truth in the malik hooker and cowboys rumorsâ€¦ give the man a contract he can ball!
0,the national carrier blamed &amp; shamed. pilots forced to threaten a strike for #modikavaccinejumla our country is falling apart in front of our eyes... #modimadedisaster #modiabandonedindia #modihataodeshbachao #modimustresign link via username
0,"username that's funny that you say that because on the aforementioned walk i fantasized about beating up a pimp, cus there's a red light area relatively nearby and it looks disgusting"
0,jealousy a bitch it look like.
0,"okay, looks like it's aging with the fans, that's a good ste- holy fuck freddie's mom is back and pretty much looks the same link link"
1,"username my pimp is in your pfp, why? link"
1,what’s the fucking point of receiving international aid if all of it is just going to sit at customs for weeks? #resignmodi
1,username the fuck?
1,username username username stfu chu nerd ass up pussy nerd face disguised face 
1,username youuuuuuuuuuuuuu son of a bitch i wanna play dungeons gimme back jerry gun and strength
0,"y’all the oxygen and icu bed search thats playing out on instagram is truly terrifying. you’re in a race against time trying to save your family member, hoping a stranger on instagram has a lead to a bed or oxygen cylinder. i’m sick. #indiacovidcrisis #indiacovid"
1,#spinelessbjp fascist lady is a danger for democratic principles.... how shameless her goons butchered people who voted against her and then through some sold out news channels she is giving interview... saying she had no idea about what happened... #arrestmamata #bengalburning
1,username son of a bitch
1,all that the centre can do is take offence! and suppress criticism. why are you wasting taxpayers money and time username! just get username to resign. enough it enough. #resign_pm_modi #modiresign #modihataodeshbachao link
0,"as india undergoing a deadly second wave, hospitals are running out of resources. help us to provide life-saving healthcare supplies, please donate &amp; share: link #indiacovidcrisis #indiacovidrelief #indiacovid"
0,username why did you just post a normal clip from the movie?
0,"the pandemic can’t kill me now, but a truck sure still can! #covidvaccine #vaccinated link"
0,"the violence is going in the west bengal, and the earth is watching, our people are getting killed, now no will talk about secularism government should impose president rule their and kick them out of our country #bengalburning #bengalviolence"
1,â€œdamn white people and their dairyâ€ link
1,username username piyush goyal are you that dumb or are you deliberately playing this stupid game of oxygen express .. in either case people are choking to death coz on ground results are zero! #resignmodi #resignpmmodi #trymodiforcrimesagainsthumanity #bjpfailsindia #bjpdestroyedindia
0,"username you were playing, cheering for win and collecting accolades, while indian people were dying of #covid19. so why you despair now for being stuck in between #indiacovidcrisis? stay safe."
1,have some real journalism from username #amc. none of that motley fool bollocks here. no fud! here's why people are buying amc stock: investors guide - link link
1,"username cover those nipples, you don't want to look like a whore! clamps would work."
1,bloody hell is that all they can do ? link
1,"8 patients including a doctor die due to shortage of oxygen in #batrahospital , due to #covid19 but it is due to govt made disaster of shortage of oxygen! shame on mass murderer modi ? #resignmodi #murderer_modi #oxygenshortage #justiceforrohitsardana #covidemergency link"
1,silence gareth you useless twat. you saved face but we all know you didn't want to pick him. link
1,1. don't be a dick
1,username fuck my bd
0,#kashmir being repeated in #bengalburning #hinduphobic echo system activated. instead of unequivocally condemning violence victims are being blamed. remember it happened in case of #kashmirihindus in 1989-90. we cried but #worldremainedsilent
1,"username see how the foreign donation is changed from pm care to other sources? (ex: pat cummin's $50000) other country can see it , still the andh bhakts can't. modi is ruining our country #resignmodi"
0,thought i was enjoying a john lee hooker album but it was the same song 3 times cos i accidentally hit the repeat button. didn’t even notice lol person facepalming 
1,username termination of duty. shameful and disgraceful. have guts and kick those sitting on dharna's who are super spreaders of virus. username #chinesevirus
0,"mayday world leaders! username username username username username #indiacovidcrisis. it's a carnage, a genocide. cases reported by govt of india are not even 1/10 of actual new cases &amp; deaths. govt has abdicated its responsibilities. your current help is insufficient."
1,username username shame on you for bringing communal hatred at this hour...to hide your incapability you are targeting a particular religion.... #tejasvisuryaexposed #resign_pm_modi
1,"how insensitive govt we have !! they wanna conduct exams,are more worried about election results when out there are fighting for their lives!#indiacovidcrisis #indianlivesmatter #cancel12thboardexams2021"
1,"ngos and volunteers have been the largest group that have helped india during this crisis and are continuing to do so. we don't need an incompetent, power hungry, arrogant narcissist to come around now and state this. #resignpmmodi #covid19india #modiresign link"
0,link username username username username what is the punishment for circulating fake news ??? please stop spreading hate.. jai hind #modiresign #resign_pm_modi #resignpmmodi and please stop this now ....
1,#update : shame on ccp media ! captions on the picture read “lighting a fire in china vs lighting a fire in india” #wuhanvirus #chinesevirus link
1,even that hate monger know modiji did something terrible in 2002. #resignmodi #gujratriots #modihataodeshbachao #covid19india
1,"inb4 you snap back at me for ""bootlicking jacob"" or something similar. i'm not coming at you because you shat on jacob. i'm coming at you because you're being a cunt. there are better ways to vent your anger and frustration."
1,. . . man i'm sure the old fuck would understand you but me?! not in the slightest you're so confusing link
1,booed at the g and optus in perth and then realises he's pissed off slater so back pedals on locking people up and fining them thousands of dollars but still leaving them in harm's way. what a stinking prick. #scottymustgo #indiacovidcrisis link
1,i donâ€ trade mark t mind a bitch talking about me but donâ€ trade mark t lie on my name ðÿ˜’ thats gonna piss me off
1,username #bengalburning say about some worlds to innocent hindu killed murders and rapes womens in bengal. always speak about just one side peoples. if you have 1% humanity. shame on you.
1,"username username yes laycon, motherfucker, none of your family is listed among greatness, cry more ðÿ¤£ðÿ¤£"
1,username username a lot of scam emails going about mate hopefully bollocks but wouldn’t be surprised
1,shun away you #gullible #covidvaccine taking fucks. chances are i think you're an idiot anyway. good riddance. #justsayno #covidvaccine #mybodymychoice
1,"i'm literally crying. the government is not only not doing anything to help, now they are actively helping is making things worst. it should be illegal to be this stupid?! #mangaluru #indianeedsoxygen #indiacovidcrisis #indiafightscovid19 link"
1,"the country was ruined due to the fact, that a donkey can prove to be a lion, but the donkey remained a donkey.!!!#resignmodi #modikavaccinejumla link"
1,"i need to lay low off these ice coffees before my skin start breaking out , i will be one piss bitch!!!!!!! ðÿ¤¦ðÿ¾ðÿ˜‚"
0,"dear fools, all the opposition states have declared free #vaccine to everyone but the party which promised free vaccine in all elections have not made it free. in up one dose is costing between â‚¹800-â‚¹1250 in private hospitals for 18+. no vaccines in govt. #modikavaccinejumla"
0,username this time villages are also getting affected because of this. #chinesevirus
1,username username username my grandma is 103 and begs for the sweet release of death every day at 80 i'm going on a cocaine and hooker binge so i can go out how i want too
1,"no beds available in hospitals, no oxygen, no vaccine available, people are helpless, failed pm, incapable to handle pandemic, entire world seeing you mr.modi kindly resign #resignmodi"
1,fucking china! you give the world the #wuhanvirus and now you have an out of control rocket crashing to earth. #whatabunchoffuckups
0,upto 2023 there have two more waves come affected by whole country face with rolling eyes unamused face pleading face crying face broken heart no way we have to struggle and survive to live in these waves of covid thumbs up #covid19india #covidsecondwaveinindia #indiacovidcrisis #coronapandemic link
1,this guy has a whole ass fiancé and is asking me to fuck .. trash
1,"username honestly if we stay home we die of hunger , there is no support from the government . they can't even supply oxygen . modi is a disaster . history will remember this elected disaster #resignpmmodi #resignmodi"
1,slang of the day - hooker link #englishclub
1,"username username username bloody hell, make your mind up. is asking questions and other views bigotry or is it not?"
1,u cocksucking whore
1,"there is absolutely no pride in having world's tallest statue, world's largest cricket stadium and unnecessary building new parliament when u r not able save citizens lives and are dependent on donations for the vaccines and oxygen. #indiacovidcrisis #covidemergencyindia"
1,username we the responsible citizens of india are telling you straight on face that we don't need any #centralvistaproject. please resign yourself and don't embarrass us anymore you never were and never will be #vishwaguru #resignmodi #modimadedisaster #modigovtsenahopayega
0,morally bankrupt. disgraceful. #boycottchina #propaganda #indiacovidcrisis #boycotthuawei #boycottlenovo #freetibet #uyghurgenocide link
1,travel ban to #india. username is such a racist. #indiacovidcrisis
1,"username you gotta do something,asap! we've got an asshole as a president this is the account username we need you to permanently suspend. he's been killing nigerians since he came into power and now he's threatened to kill more #buharimustgo link"
1,username we are all making deals with one another - failing to see the end objective. government welfare and â€œprotectionâ€ from a pimp was never designed to include emancipation.
1,username does goi care .. naah... as they say they have enough oxygen and no shortage .. aid sending countries are stupid feeding a beggar when he is not hungry .. go figure link #resignmodi username username username
1,"username username username huh mr fox? kyrie is a privileged black athlete and he attacked an innocent, iconic celtics logo by stomping on it with his foot. does that make him racist against irish people or just an asshole? username whatâ"
1,username bloody hell
1,our india is already crying because of this fascist retweet this post if you want feku pm narendra modi to resign. importantly while retweeting use this hashtags backhand index pointing right #resignmodi #resign_pm_modi #modimadedisaster #boycottbjp #saveindia #modiresign #exitmodi link
1,you can fuck all the way off link
1,"username that’s my shirt, u fucker"
1,100% of the people that got the covid vaccine don't even know what the actual vaccine is. fucking dumbass motherfuckers. #novaccineforme #novaccine #covidvaccine
0,this is a level of insanity i have not seen since the last #qanoncult follower or a #covidvaccine conspiracy post. link
1,this is blackmail. #covidvaccine kills more than people. moral and ethics are gone as well. well done everybody who's buying into this shit. link
0,username we voted for you to be our prime minister. please do your job. stop risking lives of 1.3b people to win elections.don't make us regret the votes that we gave you. #indiacovidcrisis
0,"today our birth givers threatened homelessness again if we don’t make money off youtube, we’re trying our best to earn money off of yt but it likes to fuck w smaller creators so we. can’t"
1,its disgusting how majority of the indians chose to vote #bjp just to turn india into hindu rashtra! you all have chose death over democracy and destruction over your life. #modikavaccinejumla #bjpdestroyedindia
1,bloody hell
1,"cishets in my country are such low-lifes, they bash the community for liking the same gender but look at what they do. premarital sex, watch and masturbate to porn everyday.. so whoâs the sinner now, fucker"
1,where the fuck are those all who were crying for internal matter of india. you all little swines get out of your holes and help people. shame shame big shame on you all. #bollywood #covidemergencyindia #covid19india #indiacovidcrisis
1,i hope my ex sees this and knows shes a whore
1,"username username really, if this case came to you or your family who dies in that virus ðÿ¦ without bed or oxygen you will understand .india people are fools?? #exitmodi #resignmodi"
0,username i've been thinking the same thing. when people complain about a mask or lockdown they don't realize we are in the middle of a deadly pandemic. it's heartbreaking to see #indiacovidcrisis knowing it could've been avoided.#covidisreal #vaccineforall #maskup
0,it is quite unfortunate to learn from one in every other family getting affected and loosing their dear ones to #covid. #covid19india #indiacovidcrisis let's help each other as much as we can and #fightagainstcovid19 collectively towards normalcy. #staysafe
1,"classic bjp! another moron in the party of morons! ask a serious question that brings out their impotent governance. standard answers begin to rise : nehru, last 70 years, indira, sonia, rahul, british, mughals.... man shrugging: light skin tone just ignore him!! face with medical mask #resignmodi #bjpdestroyedindia link"
1,heartbreaking!! ð­ at least international media is showing the ground reality unlike lapdog modi media!! #modifailedindia #indiacovidcrisis #oxygencrisis #repeallawstoendprotest link
0,"username is raising funds to support children in #india who have lost parents due to #covid19. the situation is absolutely horrendous, and any support is desperately welcomed. please consider donating if you are able. username username #indiacovidcrisis link"
1,i’m not eating homemade edibles. you gone fuck around and be the first to die off a edible rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing 
1,username i hate this whore astrid you should report her tbf
1,"every time i think you hit a ceiling, you just keep raising the bar. you are like the michael jordan of being a son of a bitch."
1,"username #resign_pm_modi india deserves someone much better than you , india is in this situation because of your incompetance , shame on bjp and nda , now no one is going to trust this lair political party who ruined everything and coz of you people"
0,"""we need a govt. desperately. and we don’t have one. we are running out of air.we are dying. we don’t have systems in place to know what to do. so please go. it is the most responsible thing for you to do. you have forfeited the moral right to be our pm""-arundhati roy #resignmodi"
0,"username jackal's smug face was replaced by pure confusion, what in world did he just say? black heart :""mod- pardon me for my lost of words but goodness"" jackal looked at the pimp, maybe it wasn't such bad idea- it would look good on his own business black heart : ""hmm, is there more benefits?"""
1,box o' jokes time! - my mom never saw the irony in calling me son-of-a-bitch. - - box ha and ha and ha!
0,what the hell.... #isupportmodi this thing is just a distraction from the real matter....#resignmodi .....
1,#pmcaresfund was stared working by building pm house with 1300 crores. really he using the pm care fund for himself. then why you are teasing modi ji.. we ashamed to have you as a pm for india #resignmodi #resign_pm_modi
0,username username username is calling someone a white person an offense nowadays on twitter?
1,failed prime minister india ever seen ðÿ‘€ #exitmodi #resignmodi #resign_pm_modi
1,"username username i'd agree with you, but shut the fuck up with the neuroatypical buzzword bullshit, disabled, visually impaired and audibly impaired worked just fucking fine"
1,"username username shag them, bag them, then you eat them beaming face with smiling eyes "
0,i didn't spend the whole year at home so that i have to risk my life for offline exams books pensive face #cancelboardexams2021 #covidindia #covidvaccine
1,username username username username username still doesn’t excuse you on voting against yourself and your people. white people will never accept you no matter how hard you try man. fuck their system. lol
1,shame on username #bengalburning link link
1,"username username username you take your goggles of andh bhakti then you probably can see the real picture of disgusting modi, he’s a murderer, he should resign!! #bjpdestroyedindia #andhbhakt #exitmodi #resignmodi"
1,username bloody hell.
0,username please understand by now that power and money can't save lives but good karma can. please repent and take responsibility. where is your salary payer. #resignmodi #
1,"username username john was an awful miserable auld bollocks, after he lost his french lands to phillip ii in a game of ""find the guantlet in the ball pit"" he ordered the shutting down of all soft play venues. fitzwalter in particular was ag"
